,Down,Yards,Quarter,DefendersInTheBox
23485,3,2,4,8.0
23508,1,6,4,5.0
23529,1,1,4,8.0
23559,1,3,4,8.0
23581,2,2,4,8.0
23603,1,8,4,7.0
23623,1,0,1,7.0
23646,2,6,1,8.0
23659,1,6,1,5.0
23681,1,0,1,7.0
23703,2,20,1,6.0
23721,1,-7,1,7.0
23747,2,6,1,6.0
23769,2,4,1,7.0
23801,1,-4,1,7.0
23813,1,8,1,7.0
23835,2,-2,1,8.0
23865,1,-2,2,7.0
23878,1,2,2,8.0
23900,2,10,2,7.0
23922,1,-1,2,7.0
23945,2,-3,2,5.0
23976,1,2,2,8.0
23999,2,26,2,6.0
24021,1,-1,2,7.0
24043,1,0,2,11.0
24064,2,1,2,10.0
24076,1,3,2,6.0
24109,1,3,2,6.0
24121,1,7,3,7.0
24143,2,8,3,8.0
24165,3,5,3,6.0
24187,1,0,3,6.0
24219,1,11,3,6.0
24230,1,3,3,7.0
24252,1,-1,3,7.0
24273,2,9,3,7.0
24296,3,3,3,7.0
24318,2,1,3,7.0
24351,1,3,3,6.0
24363,1,7,4,6.0
24385,2,5,4,7.0
24407,2,4,4,7.0
24429,2,-2,4,7.0
24451,2,3,4,6.0
24482,1,-1,4,7.0
24495,1,10,4,7.0
24516,1,2,4,7.0
24539,2,2,4,6.0
24568,1,-1,1,8.0
24591,3,6,1,5.0
24597,1,-2,1,7.0
24618,2,3,1,6.0
24656,1,4,1,8.0
24679,1,8,1,6.0
24699,2,4,1,7.0
24721,3,13,1,7.0
24728,2,1,1,6.0
24771,2,0,1,8.0
24787,1,0,2,6.0
24809,2,4,2,6.0
24826,1,6,2,6.0
24848,1,3,2,6.0
24875,1,8,2,6.0
24883,2,5,2,8.0
24904,1,6,2,6.0
24928,1,-1,2,7.0
24948,1,16,2,6.0
24970,1,7,2,6.0
24992,2,2,2,7.0
25029,1,2,2,7.0
25051,1,0,2,10.0
25073,2,2,2,6.0
25095,3,2,2,7.0
25104,1,5,3,7.0
25127,2,4,3,6.0
25148,3,2,3,7.0
25178,2,7,3,7.0
25200,1,0,3,7.0
25233,1,6,3,7.0
25255,2,10,3,7.0
25277,1,0,3,7.0
25295,3,43,3,7.0
25310,1,2,3,5.0
25336,2,7,4,6.0
25365,1,52,4,6.0
25366,1,8,4,6.0
25388,2,5,4,6.0
25410,1,5,4,6.0
25453,1,5,4,7.0
25475,1,-1,4,6.0
25496,2,0,4,7.0
25519,1,1,4,8.0
25541,2,5,4,8.0
25563,1,-1,4,8.0
25585,2,1,4,8.0
25594,1,11,4,6.0
25616,2,0,1,7.0
25646,2,2,1,6.0
25668,2,2,1,6.0
25683,2,3,1,8.0
25713,1,6,1,7.0
25733,2,3,1,7.0
25757,2,28,1,6.0
25773,2,4,1,6.0
25793,1,2,1,7.0
25822,1,4,2,6.0
25844,2,1,2,6.0
25858,1,0,2,10.0
25889,2,5,2,6.0
25910,2,3,2,6.0
25927,1,4,2,6.0
25955,2,1,2,6.0
25977,1,1,2,6.0
25993,2,14,2,6.0
26015,2,3,2,6.0
26042,1,2,2,6.0
26065,1,4,3,7.0
26086,3,9,3,6.0
26108,1,-3,3,6.0
26125,1,5,3,7.0
26147,2,9,3,6.0
26169,1,5,3,6.0
26197,2,1,3,6.0
26211,1,-5,3,8.0
26240,2,23,3,6.0
26255,2,0,3,6.0
26277,1,2,3,7.0
26299,2,1,3,7.0
26321,4,5,3,7.0
26350,1,0,4,7.0
26373,1,8,4,7.0
26395,2,6,4,7.0
26417,1,1,4,6.0
26433,1,4,4,6.0
26461,2,6,4,6.0
26481,3,0,4,6.0
26504,1,-1,4,6.0
26526,2,6,4,8.0
26543,3,-2,4,6.0
26561,1,8,4,5.0
26583,2,0,4,5.0
26612,1,5,1,6.0
26638,2,3,1,6.0
26652,1,5,1,8.0
26674,2,4,1,7.0
26696,1,2,1,8.0
26718,1,5,1,7.0
26740,1,4,1,8.0
26762,1,2,1,8.0
26792,1,6,1,6.0
26806,1,19,1,8.0
26828,1,21,1,7.0
26850,1,3,1,7.0
26867,2,9,1,7.0
26894,1,1,1,9.0
26910,2,7,2,6.0
26945,1,2,2,7.0
26960,1,4,2,6.0
26982,2,3,2,8.0
27004,1,4,2,7.0
27034,2,0,2,8.0
27056,3,1,2,9.0
27070,1,9,2,7.0
27092,2,2,2,8.0
27114,1,2,2,7.0
27144,1,6,2,7.0
27158,1,0,2,7.0
27174,2,61,2,6.0
27210,2,6,2,6.0
27224,1,-1,3,7.0
27254,1,5,3,6.0
27272,2,0,3,5.0
27297,1,18,3,8.0
27307,1,0,3,8.0
27334,1,1,3,8.0
27356,2,11,3,7.0
27378,1,3,3,7.0
27400,1,-1,3,8.0
27422,1,-1,3,7.0
27452,1,7,4,6.0
27470,1,3,4,6.0
27496,2,6,4,6.0
27518,3,5,4,6.0
27541,1,11,4,7.0
27563,1,4,4,7.0
27584,3,5,4,6.0
27606,1,3,4,6.0
27620,1,2,4,7.0
27642,2,12,4,6.0
27664,1,5,4,7.0
27686,2,10,4,8.0
27708,1,3,4,7.0
27730,1,1,4,8.0
27752,2,5,4,9.0
27774,1,1,4,8.0
27796,2,4,4,8.0
27818,3,0,4,9.0
27848,2,1,1,8.0
27865,2,0,1,7.0
27887,4,9,1,6.0
27917,1,3,1,8.0
27936,1,0,1,8.0
27947,1,4,1,7.0
27968,3,0,1,7.0
28005,1,2,1,8.0
28024,2,7,1,7.0
28046,1,0,1,7.0
28068,1,-4,1,8.0
28079,1,6,1,7.0
28115,1,1,2,7.0
28137,2,3,2,7.0
28159,1,7,2,7.0
28181,1,0,2,8.0
28203,2,8,2,8.0
28225,1,-1,2,7.0
28233,1,6,2,8.0
28255,2,61,2,6.0
28280,1,1,2,7.0
28298,2,-2,2,5.0
28320,3,27,2,4.0
28343,2,3,3,8.0
28364,1,3,3,7.0
28386,2,1,3,7.0
28423,1,4,3,8.0
28445,2,4,3,7.0
28467,3,5,3,7.0
28475,1,1,3,7.0
28511,2,-1,3,7.0
28519,1,4,3,7.0
28544,3,10,3,4.0
28577,1,0,3,7.0
28585,2,6,4,8.0
28610,2,11,4,5.0
28632,1,13,4,8.0
28652,1,4,4,8.0
28687,2,14,4,7.0
28709,1,3,4,7.0
28718,1,0,4,8.0
28753,1,9,4,6.0
28775,2,2,4,7.0
28797,1,12,4,7.0
28819,1,2,4,7.0
28841,2,16,4,7.0
28859,1,3,1,7.0
28882,1,8,1,7.0
28903,1,6,1,6.0
28926,1,7,1,7.0
28949,2,2,1,6.0
28971,3,1,1,8.0
28983,2,5,1,9.0
28998,3,10,1,7.0
29027,2,1,1,8.0
29047,2,2,1,7.0
29070,1,7,1,7.0
29092,1,1,1,10.0
29116,2,2,1,5.0
29147,2,-2,2,7.0
29166,1,5,2,7.0
29188,2,2,2,7.0
29203,2,-2,2,9.0
29235,1,35,2,8.0
29257,1,1,2,8.0
29276,1,1,2,5.0
29290,1,5,3,7.0
29314,2,4,3,7.0
29344,1,17,3,8.0
29366,1,8,3,8.0
29388,2,1,3,8.0
29411,3,6,3,7.0
29422,1,7,3,7.0
29444,2,2,4,7.0
29474,1,9,4,7.0
29497,2,9,4,7.0
29517,1,3,4,6.0
29540,2,1,4,6.0
29553,1,7,4,5.0
29585,1,2,4,8.0
29607,3,8,4,7.0
29629,2,-1,4,8.0
29650,1,2,4,7.0
29672,2,-1,4,10.0
29697,3,0,4,9.0
29709,1,4,1,6.0
29730,1,1,1,8.0
29752,2,0,1,7.0
29785,1,0,1,6.0
29800,3,4,1,5.0
29818,2,8,1,6.0
29839,1,4,1,7.0
29862,1,-2,1,6.0
29895,1,12,1,8.0
29917,1,-1,1,7.0
29925,1,2,2,6.0
29950,1,7,2,7.0
29973,1,4,2,7.0
29994,2,0,2,8.0
30025,1,11,2,7.0
30038,1,-1,2,7.0
30071,1,4,2,6.0
30083,1,5,2,7.0
30104,2,24,2,6.0
30130,1,8,2,6.0
30157,1,4,3,6.0
30170,1,-2,3,8.0
30192,2,-2,3,7.0
30225,1,-5,3,7.0
30248,1,3,3,7.0
30262,2,2,3,6.0
30279,2,2,3,8.0
30299,1,8,3,6.0
30324,1,2,3,6.0
30355,1,2,4,7.0
30379,2,4,4,6.0
30403,1,1,4,6.0
30424,2,-1,4,6.0
30435,1,1,4,7.0
30456,2,3,4,8.0
30482,1,5,4,6.0
30504,1,2,4,6.0
30522,1,3,4,8.0
30544,2,34,4,8.0
30562,1,2,4,8.0
30583,2,-3,4,8.0
30607,3,11,4,6.0
30627,1,0,4,8.0
30649,2,-1,4,8.0
30671,3,1,4,8.0
30693,4,0,4,8.0
30724,1,7,4,4.0
30742,1,3,1,8.0
30775,1,2,1,8.0
30797,2,20,1,8.0
30819,1,3,1,7.0
30843,2,-3,1,8.0
30865,2,2,1,8.0
30885,1,7,1,7.0
30907,2,2,1,8.0
30929,3,4,1,8.0
30940,2,3,1,8.0
30962,1,4,1,8.0
30983,1,5,1,7.0
31019,2,10,1,7.0
31041,1,2,1,7.0
31063,2,0,1,8.0
31071,1,10,1,6.0
31094,1,5,1,8.0
31113,2,-2,1,6.0
31149,2,2,2,7.0
31171,1,1,2,7.0
31191,1,7,2,6.0
31214,3,2,2,5.0
31237,1,3,2,7.0
31259,1,2,2,7.0
31281,2,-1,2,9.0
31291,1,4,2,7.0
31314,1,4,2,7.0
31336,1,7,2,7.0
31357,1,2,2,8.0
31379,1,0,3,7.0
31400,3,5,3,7.0
31423,1,1,3,8.0
31444,2,1,3,10.0
31466,3,0,3,9.0
31500,1,7,3,7.0
31523,2,11,3,7.0
31545,2,0,3,8.0
31565,1,5,3,7.0
31587,2,0,3,8.0
31610,3,0,3,11.0
31632,4,1,3,10.0
31643,1,5,3,8.0
31664,2,1,3,7.0
31683,1,8,3,8.0
31709,1,0,3,8.0
31730,2,0,3,7.0
31765,1,5,4,7.0
31787,2,3,4,8.0
31796,1,29,4,6.0
31818,1,3,4,7.0
31840,2,2,4,6.0
31858,1,5,4,7.0
31880,2,1,4,6.0
31907,1,2,4,7.0
31928,2,-1,4,7.0
31963,1,2,4,9.0
31983,2,2,4,6.0
32007,1,2,4,9.0
32029,3,0,4,9.0
32050,4,1,4,8.0
32060,1,-1,4,8.0
32082,2,1,4,8.0
32104,3,20,4,8.0
32123,1,4,1,8.0
32161,1,2,1,6.0
32184,1,10,1,7.0
32199,2,-2,1,6.0
32214,1,5,1,7.0
32239,2,3,1,8.0
32272,1,5,1,8.0
32294,1,15,1,8.0
32305,2,-1,1,7.0
32337,2,4,1,8.0
32360,3,1,2,9.0
32382,4,6,2,9.0
32396,1,3,2,8.0
32412,1,4,2,6.0
32447,1,2,2,8.0
32469,2,3,2,8.0
32492,1,3,2,7.0
32514,2,3,2,7.0
32524,1,2,2,6.0
32546,2,2,2,7.0
32580,1,2,2,8.0
32594,1,2,2,7.0
32623,1,1,2,7.0
32644,1,2,3,6.0
32668,1,0,3,7.0
32676,1,10,3,8.0
32697,1,1,3,8.0
32734,1,2,3,7.0
32742,2,7,3,8.0
32764,1,-1,3,7.0
32800,1,-2,3,10.0
32811,2,16,3,7.0
32832,1,4,3,7.0
32858,1,9,3,8.0
32880,2,2,3,8.0
32910,1,1,3,8.0
32932,1,3,4,10.0
32943,1,10,4,7.0
32963,2,4,4,8.0
32985,3,2,4,8.0
33009,2,6,4,6.0
33029,1,2,4,6.0
33053,1,2,4,7.0
33079,1,3,4,8.0
33097,1,9,4,7.0
33119,2,18,4,7.0
33140,2,0,4,7.0
33163,2,19,4,8.0
33180,1,7,4,7.0
33205,2,-1,4,9.0
33241,1,0,4,8.0
33263,2,8,4,8.0
33285,1,5,4,8.0
33290,3,0,1,7.0
33320,1,0,1,7.0
33340,1,4,1,7.0
33352,3,2,1,7.0
33374,1,0,1,7.0
33408,2,6,1,6.0
33422,1,1,1,8.0
33445,1,0,1,7.0
33462,1,2,1,7.0
33499,1,4,1,8.0
33521,2,0,1,8.0
33540,2,4,2,7.0
33566,1,0,2,10.0
33578,2,32,2,7.0
33594,1,12,2,6.0
33628,2,1,2,6.0
33652,1,9,2,8.0
33674,2,5,2,8.0
33685,1,1,2,8.0
33716,1,1,2,7.0
33738,2,3,3,8.0
33763,3,10,3,6.0
33770,1,2,3,6.0
33792,2,19,3,6.0
33819,2,0,3,6.0
33845,3,2,3,7.0
33858,1,3,3,6.0
33892,1,7,3,8.0
33907,1,-3,3,6.0
33939,1,2,3,7.0
33946,1,4,3,8.0
33974,2,5,3,6.0
34002,1,-4,3,8.0
34024,2,-2,4,8.0
34034,2,12,4,6.0
34068,1,1,4,9.0
34092,2,3,4,7.0
34112,1,4,4,8.0
34137,2,0,4,8.0
34158,1,3,4,8.0
34180,2,5,4,8.0
34200,3,2,4,7.0
34222,1,-4,4,8.0
34244,2,2,4,9.0
34265,2,5,1,6.0
34296,2,7,1,7.0
34309,1,17,1,8.0
34331,1,4,1,8.0
34353,2,5,1,8.0
34375,3,1,1,10.0
34407,1,5,1,8.0
34429,2,2,1,7.0
34441,1,4,1,6.0
34463,2,2,1,8.0
34475,2,5,1,8.0
34498,2,2,1,7.0
34527,1,8,1,8.0
34543,2,5,1,8.0
34564,2,6,1,6.0
34587,1,-1,1,8.0
34617,2,5,2,7.0
34649,1,31,2,8.0
34661,2,5,2,6.0
34683,1,3,2,6.0
34697,1,1,2,7.0
34727,1,0,2,8.0
34739,1,15,2,8.0
34761,2,8,2,7.0
34792,1,12,2,7.0
34807,1,15,2,7.0
34827,1,-5,2,9.0
34849,2,3,3,7.0
34872,1,2,3,8.0
34894,1,2,3,7.0
34925,3,6,3,8.0
34938,1,4,3,7.0
34978,3,2,3,8.0
34982,1,11,4,7.0
35005,1,11,4,8.0
35027,1,6,4,7.0
35049,2,3,4,8.0
35071,3,-2,4,8.0
35092,1,0,4,7.0
35114,3,5,4,6.0
35144,1,25,4,7.0
35158,1,-1,4,8.0
35180,2,2,4,8.0
35202,3,7,4,8.0
35236,1,8,4,6.0
35258,2,4,4,6.0
35271,2,3,1,7.0
35308,1,-1,1,8.0
35331,1,4,1,7.0
35352,2,11,1,7.0
35375,2,8,1,7.0
35396,1,1,1,8.0
35419,2,3,1,7.0
35425,2,1,1,6.0
35447,2,2,1,6.0
35485,1,1,1,7.0
35507,2,13,1,8.0
35529,1,3,1,7.0
35551,2,2,1,7.0
35573,2,2,1,8.0
35595,1,1,1,7.0
35600,2,5,2,6.0
35622,2,9,2,6.0
35649,3,3,2,6.0
35666,2,2,2,6.0
35705,2,8,2,6.0
35727,3,9,2,6.0
35749,1,26,2,7.0
35770,1,6,2,7.0
35793,2,13,2,7.0
35815,2,-4,3,7.0
35820,1,4,3,7.0
35859,1,5,3,7.0
35881,2,-4,3,7.0
35886,2,5,3,6.0
35908,1,1,3,8.0
35947,1,17,3,7.0
35969,1,-1,3,7.0
35991,1,0,3,7.0
36013,3,15,3,7.0
36034,1,-4,3,7.0
36057,3,4,3,5.0
36062,1,2,4,6.0
36084,1,1,4,6.0
36106,2,2,4,6.0
36145,1,0,4,6.0
36167,2,3,4,7.0
36172,2,7,4,6.0
36210,2,-2,4,7.0
36216,1,13,4,6.0
36254,1,1,4,7.0
36277,2,4,4,7.0
36299,1,1,5,7.0
36321,2,36,5,7.0
36343,1,18,5,7.0
36364,1,19,5,7.0
36370,2,1,1,6.0
36393,1,2,1,8.0
36415,1,-2,1,8.0
36451,2,-1,1,8.0
36474,1,3,1,7.0
36485,1,1,1,8.0
36506,2,14,1,6.0
36525,2,12,1,8.0
36561,1,3,2,8.0
36582,1,4,2,9.0
36592,1,9,2,7.0
36614,2,4,2,8.0
36635,1,2,2,6.0
36658,2,9,2,7.0
36680,1,3,2,7.0
36703,2,1,2,8.0
36738,1,3,2,7.0
36760,2,10,2,7.0
36782,1,0,2,7.0
36792,1,9,2,6.0
36813,1,3,2,7.0
36847,2,-1,3,6.0
36855,2,2,3,8.0
36891,1,3,3,6.0
36914,1,0,3,6.0
36935,1,5,3,5.0
36957,1,5,3,8.0
36979,1,3,3,7.0
36989,1,2,3,8.0
37010,1,8,3,6.0
37032,2,11,3,8.0
37052,1,16,3,6.0
37090,1,6,4,7.0
37111,1,11,4,6.0
37132,1,2,4,7.0
37144,1,11,4,6.0
37167,2,9,4,6.0
37186,3,18,4,7.0
37208,1,0,4,6.0
37243,2,-4,4,7.0
37251,1,2,4,6.0
37273,1,2,4,8.0
37296,2,2,4,8.0
37318,1,1,4,8.0
37339,1,10,1,8.0
37361,1,1,1,7.0
37382,2,-1,1,8.0
37412,1,-3,1,7.0
37427,1,6,1,6.0
37456,1,7,1,7.0
37478,2,2,1,8.0
37501,3,2,1,8.0
37522,1,3,1,6.0
37537,1,4,1,8.0
37559,2,6,2,8.0
37580,1,8,2,6.0
37603,2,19,2,7.0
37632,1,21,2,7.0
37654,1,-1,2,8.0
37676,1,0,2,7.0
37691,2,1,2,8.0
37712,1,4,2,8.0
37743,1,-2,2,8.0
37764,1,4,2,7.0
37778,2,1,2,6.0
37808,1,0,2,6.0
37830,1,7,2,6.0
37852,2,4,2,6.0
37867,3,4,2,7.0
37896,1,0,3,7.0
37919,3,5,3,4.0
37933,1,1,3,7.0
37960,1,0,3,7.0
37984,1,0,3,8.0
38006,1,-3,3,6.0
38021,1,3,3,7.0
38055,2,3,3,6.0
38072,1,4,4,7.0
38094,2,3,4,6.0
38117,3,7,4,7.0
38138,1,-3,4,7.0
38160,2,6,4,6.0
38182,1,2,4,7.0
38204,2,2,4,6.0
38226,1,0,4,5.0
38249,3,6,4,4.0
38270,1,0,4,8.0
38292,2,-1,4,9.0
38314,3,1,4,9.0
38344,1,6,1,6.0
38366,2,4,1,8.0
38388,1,3,1,7.0
38410,1,0,1,11.0
38432,2,1,1,11.0
38435,1,0,1,6.0
38461,1,3,1,7.0
38498,1,1,1,7.0
38520,1,0,1,7.0
38522,1,3,1,7.0
38564,2,3,1,8.0
38586,1,2,1,6.0
38608,2,3,2,7.0
38630,1,1,2,6.0
38633,1,4,2,6.0
38655,2,4,2,6.0
38692,1,3,2,7.0
38718,1,9,2,7.0
38740,2,4,2,8.0
38743,1,4,3,7.0
38784,1,1,3,7.0
38791,1,2,3,8.0
38828,1,6,3,6.0
38846,2,2,3,7.0
38872,1,0,3,7.0
38894,2,7,3,6.0
38916,1,26,3,7.0
38938,2,4,3,8.0
38944,1,2,3,6.0
38982,2,0,4,7.0
39004,1,2,4,6.0
39026,1,2,4,7.0
39048,2,-2,4,7.0
39070,1,6,4,8.0
39092,2,2,4,7.0
39112,1,1,4,6.0
39133,2,4,4,8.0
39158,1,3,4,7.0
39162,1,0,1,7.0
39198,1,-2,1,8.0
39222,2,-1,1,7.0
39244,1,0,1,7.0
39257,1,1,1,7.0
39287,2,6,1,7.0
39301,1,2,1,7.0
39331,1,5,1,8.0
39354,3,6,1,5.0
39371,1,3,1,7.0
39382,2,7,2,8.0
39404,1,12,2,7.0
39426,1,3,2,7.0
39463,1,8,2,8.0
39485,2,3,2,6.0
39507,2,0,2,8.0
39514,3,0,2,8.0
39552,3,5,2,6.0
39558,2,5,3,6.0
39580,1,9,3,6.0
39602,2,2,3,7.0
39638,1,7,3,7.0
39661,2,-3,3,8.0
39684,1,4,3,7.0
39701,2,2,3,6.0
39728,1,1,3,6.0
39741,1,3,3,7.0
39761,1,4,3,7.0
39785,2,5,3,7.0
39807,3,4,4,7.0
39829,1,3,4,6.0
39851,1,5,4,7.0
39873,2,2,4,7.0
39902,1,5,4,6.0
39924,2,4,4,6.0
39946,3,0,4,8.0
39954,1,5,4,8.0
39976,2,3,4,8.0
39998,1,1,4,7.0
40020,1,7,4,8.0
40042,2,2,4,8.0
40064,3,0,4,8.0
40095,1,3,1,6.0
40127,3,2,1,4.0
40137,1,-2,1,7.0
40158,2,8,1,6.0
40183,1,4,1,8.0
40206,1,2,1,7.0
40237,2,10,1,5.0
40250,1,-3,1,8.0
40269,2,0,1,7.0
40290,3,-3,1,7.0
40315,2,1,1,6.0
40335,1,4,1,7.0
40357,2,4,1,7.0
40379,2,8,2,6.0
40401,2,-2,2,7.0
40435,2,1,2,6.0
40447,1,0,2,6.0
40479,1,8,2,6.0
40488,2,-2,2,7.0
40513,1,-1,2,7.0
40532,1,2,2,7.0
40558,1,8,2,7.0
40581,2,4,2,7.0
40598,1,4,2,6.0
40621,2,-5,3,8.0
40645,2,5,3,8.0
40667,1,1,3,8.0
40689,1,12,3,8.0
40712,1,1,3,11.0
40734,1,1,3,8.0
40764,2,2,3,6.0
40778,3,0,3,8.0
40801,2,4,3,5.0
40831,1,5,3,8.0
40845,3,0,3,6.0
40863,2,5,4,7.0
40889,1,9,4,7.0
40911,1,5,4,6.0
40932,2,1,4,8.0
40955,1,0,4,7.0
40985,2,6,4,6.0
40998,1,7,4,8.0
41020,2,0,4,8.0
41042,3,-2,4,8.0
41062,1,0,4,5.0
41088,2,1,1,6.0
41106,2,2,1,7.0
41126,1,2,1,6.0
41161,2,1,1,8.0
41168,1,3,1,8.0
41190,2,1,1,5.0
41212,3,-4,1,6.0
41239,1,3,1,7.0
41261,1,17,1,7.0
41283,1,8,1,7.0
41315,3,1,1,6.0
41330,1,11,1,6.0
41359,1,1,2,6.0
41374,1,-1,2,6.0
41403,2,3,2,6.0
41425,2,2,2,6.0
41437,2,4,2,9.0
41459,3,1,2,10.0
41479,1,-1,2,7.0
41513,1,0,2,8.0
41535,1,14,2,6.0
41557,1,8,2,7.0
41579,2,5,2,7.0
41591,2,2,2,6.0
41603,1,5,2,7.0
41631,4,-1,2,9.0
41657,1,20,3,8.0
41679,1,5,3,8.0
41701,1,1,3,7.0
41723,1,0,3,6.0
41745,1,0,3,7.0
41765,1,7,3,7.0
41787,2,7,3,6.0
41809,1,1,3,7.0
41831,2,2,3,7.0
41865,1,2,3,8.0
41887,2,4,3,7.0
41894,2,20,4,7.0
41916,1,2,4,7.0
41953,1,7,4,6.0
41975,2,-3,4,8.0
41997,2,2,4,6.0
42005,1,1,4,6.0
42041,1,2,4,6.0
42063,1,15,4,8.0
42073,1,0,4,6.0
42095,2,2,4,7.0
42129,2,20,4,7.0
42151,1,9,4,6.0
42163,2,6,4,6.0
42185,1,-1,1,8.0
42206,1,0,1,6.0
42230,1,3,1,8.0
42252,2,2,1,8.0
42272,1,5,1,6.0
42294,2,6,1,5.0
42318,1,4,1,7.0
42349,2,-1,1,7.0
42360,1,6,1,5.0
42382,2,3,1,7.0
42404,3,0,1,6.0
42436,1,-1,1,8.0
42459,2,1,1,7.0
42480,1,-5,1,6.0
42502,1,-1,1,8.0
42522,2,5,2,7.0
42538,2,3,2,7.0
42560,2,6,2,7.0
42582,1,5,2,8.0
42604,2,2,2,8.0
42624,2,3,2,7.0
42648,2,1,2,8.0
42668,1,1,3,5.0
42690,2,5,3,6.0
42712,2,7,3,6.0
42734,1,7,3,8.0
42755,1,1,3,6.0
42780,1,3,3,8.0
42802,2,9,3,7.0
42822,2,1,3,5.0
42854,1,3,3,8.0
42876,1,7,3,6.0
42898,2,5,3,8.0
42910,1,-1,3,7.0
42933,1,75,3,8.0
42954,2,-1,3,6.0
42986,1,8,4,6.0
43008,1,25,4,8.0
43030,1,5,4,7.0
43044,1,5,4,8.0
43066,2,-2,4,7.0
43096,1,4,4,7.0
43118,2,2,4,7.0
43140,3,1,4,8.0
43147,1,1,1,6.0
43169,1,2,1,8.0
43196,1,3,1,7.0
43218,2,-1,1,8.0
43250,1,7,1,8.0
43262,1,1,1,8.0
43284,1,1,1,5.0
43306,2,1,1,6.0
43337,1,0,1,6.0
43350,1,-6,1,7.0
43366,1,25,1,6.0
43390,1,8,2,7.0
43412,2,1,2,6.0
43434,3,5,2,7.0
43456,1,3,2,8.0
43491,1,0,2,6.0
43514,1,3,2,6.0
43537,1,6,2,6.0
43548,1,10,2,7.0
43570,1,8,2,6.0
43592,2,-1,2,7.0
43609,3,1,2,5.0
43646,1,8,3,7.0
43668,2,3,3,6.0
43689,1,0,3,11.0
43711,2,0,3,11.0
43724,1,-2,3,7.0
43756,1,2,3,6.0
43764,1,3,3,7.0
43790,1,0,4,6.0
43807,2,1,4,5.0
43843,1,4,4,7.0
43865,1,2,4,7.0
43878,1,2,4,8.0
43899,1,6,4,7.0
43922,2,6,4,6.0
43944,2,7,4,7.0
43966,2,9,4,6.0
43997,3,6,4,6.0
44010,1,-2,5,7.0
44040,1,10,1,7.0
44054,1,8,1,7.0
44084,1,14,1,7.0
44105,1,14,1,7.0
44127,2,-1,1,8.0
44150,3,3,1,7.0
44173,2,2,1,6.0
44186,1,3,1,6.0
44208,2,11,1,6.0
44238,1,-2,1,7.0
44259,1,-3,1,8.0
44283,2,0,1,7.0
44304,1,-2,1,7.0
44326,1,11,1,6.0
44338,1,1,2,8.0
44362,2,10,2,6.0
44393,1,2,2,7.0
44405,1,3,2,7.0
44428,2,20,2,5.0
44450,1,-1,2,7.0
44480,2,6,2,6.0
44501,1,2,2,7.0
44524,1,3,2,6.0
44546,1,0,2,7.0
44568,3,10,2,5.0
44582,1,5,3,6.0
44604,1,1,3,7.0
44626,2,1,3,4.0
44656,1,5,3,7.0
44677,1,3,3,6.0
44700,1,6,3,7.0
44722,2,1,3,7.0
44736,1,11,3,6.0
44755,1,-2,3,7.0
44788,2,1,4,7.0
44802,1,20,4,7.0
44831,1,2,4,8.0
44846,2,0,4,5.0
44868,1,1,4,7.0
44890,3,3,4,6.0
44912,1,4,4,7.0
44934,2,5,4,8.0
44956,3,2,4,8.0
44978,1,69,4,8.0
44995,1,3,1,8.0
45033,1,2,1,7.0
45055,2,2,1,6.0
45077,1,1,1,7.0
45099,1,4,1,8.0
45121,2,0,1,6.0
45127,1,3,1,7.0
45165,1,4,1,6.0
45172,1,8,1,6.0
45192,3,1,1,6.0
45231,1,2,1,8.0
45253,2,-3,1,8.0
45258,2,5,1,7.0
45292,2,4,2,7.0
45302,1,1,2,6.0
45341,1,9,2,6.0
45363,2,3,2,7.0
45385,1,8,2,7.0
45407,1,2,2,7.0
45429,1,4,2,7.0
45440,1,11,2,6.0
45462,2,-7,2,6.0
45490,1,13,2,6.0
45512,2,4,2,6.0
45539,1,2,3,6.0
45556,1,0,3,6.0
45566,2,5,3,6.0
45605,1,1,3,8.0
45616,1,0,3,6.0
45635,1,-3,3,8.0
45671,1,1,3,8.0
45688,1,2,3,7.0
45715,2,4,3,7.0
45737,1,3,4,7.0
45759,2,0,4,8.0
45781,1,1,4,7.0
45798,1,8,4,7.0
45820,2,7,4,7.0
45846,1,11,4,7.0
45868,1,6,4,7.0
45887,2,0,4,8.0
45911,1,9,4,8.0
45933,2,-1,4,8.0
45955,3,1,4,7.0
45969,1,-1,1,7.0
45991,1,2,1,6.0
46013,2,-3,1,6.0
46033,1,-1,1,7.0
46055,2,1,1,7.0
46079,1,3,1,6.0
46107,1,5,1,6.0
46123,2,0,1,7.0
46145,1,-4,1,7.0
46165,1,-3,2,7.0
46189,2,5,2,7.0
46211,1,3,2,5.0
46231,2,1,2,8.0
46253,3,30,2,9.0
46274,1,2,2,6.0
46296,1,1,2,7.0
46321,1,-1,2,7.0
46341,1,0,2,6.0
46372,2,6,2,6.0
46384,1,3,3,8.0
46406,2,1,3,7.0
46431,1,5,3,6.0
46450,1,8,3,7.0
46472,2,3,3,7.0
46495,1,20,3,8.0
46519,1,5,3,6.0
46538,1,0,3,7.0
46561,1,-4,3,7.0
46585,1,3,3,7.0
46606,1,3,4,5.0
46627,2,4,4,8.0
46649,1,2,4,7.0
46680,2,2,4,6.0
46702,1,5,4,6.0
46724,2,4,4,6.0
46737,2,7,4,7.0
46759,1,8,4,7.0
46781,1,4,4,8.0
46803,2,1,4,8.0
46825,3,-8,4,8.0
46858,1,5,1,6.0
46880,2,4,1,6.0
46902,3,3,1,7.0
