,Down,Yards
43412,2,1
43434,3,5
43456,1,3
43491,1,0
43514,1,3
43537,1,6
43548,1,10
43570,1,8
43592,2,-1
43609,3,1
43646,1,8
43668,2,3
43689,1,0
43711,2,0
43724,1,-2
43756,1,2
43764,1,3
43790,1,0
43807,2,1
43843,1,4
43865,1,2
43878,1,2
43899,1,6
43922,2,6
43944,2,7
43966,2,9
43997,3,6
44010,1,-2
44040,1,10
44054,1,8
44084,1,14
44105,1,14
44127,2,-1
44150,3,3
44173,2,2
44186,1,3
44208,2,11
44238,1,-2
44259,1,-3
44283,2,0
44304,1,-2
44326,1,11
44338,1,1
44362,2,10
44393,1,2
44405,1,3
44428,2,20
44450,1,-1
44480,2,6
44501,1,2
44524,1,3
44546,1,0
44568,3,10
44582,1,5
44604,1,1
44626,2,1
44656,1,5
44677,1,3
44700,1,6
44722,2,1
44736,1,11
44755,1,-2
44788,2,1
44802,1,20
44831,1,2
44846,2,0
44868,1,1
44890,3,3
44912,1,4
44934,2,5
44956,3,2
44978,1,69
44995,1,3
45033,1,2
45055,2,2
45077,1,1
45099,1,4
45121,2,0
45127,1,3
45165,1,4
45172,1,8
45192,3,1
45231,1,2
45253,2,-3
45258,2,5
45292,2,4
45302,1,1
45341,1,9
45363,2,3
45385,1,8
45407,1,2
45429,1,4
45440,1,11
45462,2,-7
45490,1,13
45512,2,4
45539,1,2
45556,1,0
45566,2,5
45605,1,1
45616,1,0
45635,1,-3
45671,1,1
45688,1,2
45715,2,4
45737,1,3
45759,2,0
45781,1,1
45798,1,8
45820,2,7
45846,1,11
45868,1,6
45887,2,0
45911,1,9
45933,2,-1
45955,3,1
45969,1,-1
45991,1,2
46013,2,-3
46033,1,-1
46055,2,1
46079,1,3
46107,1,5
46123,2,0
46145,1,-4
46165,1,-3
46189,2,5
46211,1,3
46231,2,1
46253,3,30
46274,1,2
46296,1,1
46321,1,-1
46341,1,0
46372,2,6
46384,1,3
46406,2,1
46431,1,5
46450,1,8
46472,2,3
46495,1,20
46519,1,5
46538,1,0
46561,1,-4
46585,1,3
46606,1,3
46627,2,4
46649,1,2
46680,2,2
46702,1,5
46724,2,4
46737,2,7
46759,1,8
46781,1,4
46803,2,1
46825,3,-8
46858,1,5
46880,2,4
46902,3,3
46923,1,11
46946,1,5
46969,1,1
46979,1,0
47002,2,4
47023,1,-4
47057,2,4
47068,1,-1
47101,1,3
47112,1,3
47133,2,8
47156,1,3
47178,2,1
47200,3,1
47233,1,3
47255,3,4
47277,1,6
47299,2,0
47310,1,16
47332,1,0
47365,1,2
47376,1,2
47398,2,-2
47420,1,-1
47453,1,3
47475,1,2
47497,1,6
47519,2,3
47541,3,11
47563,2,2
47572,1,9
47607,2,4
47629,1,4
47640,1,5
47662,2,3
47684,1,4
47706,2,6
47728,1,7
47748,2,12
47770,1,2
47793,2,7
47816,1,3
47838,1,6
47859,2,3
47893,1,2
47911,3,4
47924,1,0
47945,2,3
47970,4,3
48002,1,0
48024,1,15
48044,1,4
48068,2,2
48072,1,1
48102,1,5
48134,1,6
48156,2,9
48178,2,2
48182,1,4
48207,1,9
48234,2,3
48265,2,2
48272,1,-2
48293,2,0
48331,1,4
48352,2,1
48357,1,6
48388,2,3
48402,2,8
48432,2,12
48464,2,3
48486,3,0
48492,2,4
48530,2,-1
48534,1,1
48556,2,3
48579,1,2
48600,1,7
48640,2,6
48644,1,2
48666,1,2
48688,1,2
48718,1,2
48732,1,1
48754,2,3
48776,3,5
48798,4,0
48834,2,11
48856,2,7
48878,1,3
48885,2,7
48910,1,-1
48929,2,4
48951,1,3
48977,2,2
49010,2,1
49035,1,-2
49057,2,6
49076,2,1
49083,1,-1
49123,1,4
49146,2,29
49164,1,4
49171,2,5
49193,1,5
49215,2,4
49237,3,4
49273,1,9
49295,2,1
49318,2,-2
49343,1,9
49361,2,3
49384,2,4
49405,1,1
49417,2,4
49453,2,6
49476,1,1
49493,1,4
49516,2,0
49523,1,8
49545,2,2
49570,2,7
49589,1,7
49611,2,7
49635,1,3
49658,2,6
49677,3,4
49699,1,4
49721,2,7
49747,1,8
49768,2,-2
49787,1,6
49809,2,1
49849,1,24
49868,2,16
49890,1,4
49915,1,0
49933,1,-2
49941,1,1
49966,2,2
50000,1,-7
50007,1,-4
50029,2,2
50070,1,23
50092,1,-1
50112,3,4
50133,1,-6
50143,1,4
50165,2,3
50187,1,0
50209,2,9
50236,3,1
50258,2,23
50275,1,2
50298,2,16
50323,1,-2
50341,2,2
50374,2,5
50385,1,4
50407,2,7
50429,2,3
50451,1,-4
50488,1,6
50509,2,4
50532,1,-4
50539,1,1
50565,2,7
50583,3,6
50605,1,1
50638,3,-3
50649,1,4
50671,2,-1
50693,1,1
50715,2,3
50737,1,6
50760,2,17
50776,1,3
50803,2,7
50825,1,0
50847,1,3
50873,2,-2
50891,3,2
50928,1,50
50935,1,1
50957,1,-3
50994,1,2
51013,1,-3
51023,1,2
51060,2,1
51067,1,4
51089,2,3
51125,1,3
51148,2,1
51155,1,7
51177,2,21
51199,1,6
51221,2,0
51243,3,6
51264,2,1
51297,2,3
51310,1,3
51342,1,5
51364,2,-5
51380,1,2
51408,3,9
51429,2,3
51442,2,-4
51463,1,6
51485,2,2
51508,1,1
51540,2,1
51561,1,4
51584,1,14
51600,2,1
51622,2,1
51644,3,1
51666,1,1
51684,1,1
51705,2,13
51732,1,8
51754,2,1
51776,1,10
51798,1,2
51815,1,0
51837,1,6
51870,1,-2
51886,1,-1
51908,1,-5
51929,1,-5
51951,2,-4
51973,3,5
52007,1,2
52023,1,0
52045,1,1
52061,1,5
52083,2,0
52105,3,7
52138,1,4
52160,2,15
52182,2,0
52192,1,11
52214,1,4
52234,2,-1
52269,1,3
52292,1,1
52314,1,3
52336,4,4
52358,2,10
52375,1,70
52402,1,0
52424,1,1
52446,2,1
52455,1,4
52474,2,7
52499,1,1
52521,1,-1
52543,3,2
52577,1,3
52599,2,6
52617,1,6
52631,1,6
52653,1,9
52675,3,6
52693,2,14
52731,2,16
52753,1,-1
52759,1,5
52781,2,14
52807,1,17
52842,1,2
52865,1,3
52873,1,16
52895,1,7
52930,1,0
52940,1,4
52961,2,0
52980,1,-4
53017,1,1
53027,1,-4
53049,2,8
53083,1,5
53094,1,5
53114,1,4
53138,1,2
53160,2,12
53180,1,11
53203,1,-1
53221,2,12
53247,3,-1
53282,3,6
53298,1,3
53320,1,3
53329,1,5
53351,2,2
53373,3,1
53408,1,2
53430,2,5
53452,1,2
53474,1,1
53492,2,-1
53524,1,5
53546,1,4
53568,2,3
53590,1,5
53592,1,8
53615,1,9
53650,1,5
53672,2,6
53694,2,9
53716,1,9
53738,2,3
53760,1,5
53777,1,3
53800,2,6
53821,3,3
53848,1,9
53870,2,2
53892,2,3
53914,1,-1
53936,2,6
53945,2,3
53986,1,5
54008,2,-1
54011,2,3
54052,1,1
54074,1,3
54096,2,0
54112,1,1
54140,1,16
54162,1,2
54184,2,2
54195,1,2
54217,2,0
54249,1,0
54266,3,8
54282,1,0
54310,1,5
54332,2,0
54354,3,-1
54368,1,3
54393,2,9
54415,1,1
54436,2,-1
54470,1,5
54492,1,1
54502,1,29
54525,2,3
54558,1,7
54580,1,4
54602,2,8
54621,2,4
54634,1,3
54657,1,0
54672,1,2
54697,1,4
54734,1,7
54744,1,7
54767,2,3
54789,1,12
54822,1,4
54844,2,4
54866,2,4
54888,1,3
54910,2,5
54932,1,4
54950,2,-4
54964,1,4
54987,1,2
55008,1,-1
55042,1,10
55052,1,8
55075,2,3
55096,2,3
55119,1,5
55140,1,3
55159,1,0
55192,1,5
55214,1,2
55228,1,0
55251,2,1
55280,1,3
55302,2,5
55313,1,-2
55335,2,2
55368,2,1
55390,1,4
55412,2,1
55426,1,1
55448,2,-3
55471,3,2
55484,1,1
55516,1,4
55545,1,5
55560,1,5
55572,2,2
55611,1,9
55633,2,8
55656,1,0
55678,2,4
55696,1,4
55704,1,3
55736,1,12
55766,1,7
55788,2,-1
55809,1,6
55831,2,3
55836,2,2
55868,1,0
55890,1,4
55902,1,14
55924,1,4
55963,1,13
55985,1,6
55990,1,9
56012,2,4
56044,2,2
56056,2,1
56095,1,-4
56110,2,1
56122,1,3
56158,1,1
56180,1,8
56188,2,5
56227,1,4
56246,1,5
56271,2,0
56276,2,3
56298,1,15
56320,1,2
56351,1,0
56367,1,5
56394,2,11
56420,1,75
56439,1,9
56461,2,4
56477,1,3
56508,1,2
56530,2,1
56560,2,2
56583,2,0
56593,1,6
56615,2,5
56637,1,4
56653,2,3
56674,3,10
56702,2,5
56725,1,4
56747,2,4
56772,1,0
56794,1,-1
56817,2,33
56847,1,4
56861,3,3
56883,3,7
56900,1,4
56922,2,2
56939,1,4
56967,3,-4
56993,1,13
57023,1,69
57026,2,1
57058,1,12
57080,1,5
57102,2,0
57133,2,-1
57142,1,2
57159,1,6
57190,1,-3
57208,1,6
57230,1,8
57252,2,0
57279,1,3
57309,1,7
57331,2,0
57352,3,6
57375,1,5
57385,1,1
57401,3,0
57432,1,0
57455,1,3
57477,2,1
57495,1,9
57517,2,3
57532,1,10
57560,1,5
57582,2,1
57608,1,3
57627,1,1
57648,2,6
57675,1,3
57696,1,2
57715,1,-1
57737,2,0
57763,1,1
57793,2,1
57805,2,8
57827,1,5
57849,2,-1
57871,1,-2
57902,1,1
57912,1,2
57937,1,4
57959,2,0
57977,1,11
58002,1,-3
58025,1,2
58046,1,4
58068,2,2
58090,1,-2
58107,1,5
58131,1,1
58163,1,3
58184,2,4
58196,1,1
58229,1,-4
58251,2,14
58262,1,14
58288,2,8
58311,1,8
58333,2,1
58355,3,2
58373,1,0
58394,1,15
58420,2,6
58438,1,3
58465,1,2
58487,2,-2
58508,2,-1
58537,1,-1
58553,2,5
58571,1,1
58592,2,2
58625,2,1
58637,1,7
58662,1,0
58684,1,2
58702,1,2
58725,3,8
58747,1,1
58769,1,-4
58790,2,7
58824,1,1
58847,2,11
58860,1,11
58872,1,2
58904,1,2
58926,2,5
58948,1,-5
58977,1,-2
59001,2,12
59022,1,0
59026,1,3
59058,1,7
59080,3,10
59102,3,1
59133,1,-2
59154,2,-5
59158,2,8
59180,1,10
59212,1,2
59224,1,7
59256,1,2
59268,1,12
59290,1,1
59321,1,2
59344,3,7
59373,1,1
59396,1,-4
59418,1,4
59441,2,1
59454,3,1
59466,2,2
59496,2,-3
59510,3,3
59551,1,6
59575,2,35
59586,1,4
59598,2,68
59620,1,1
59642,2,-4
59674,3,3
59696,2,6
59718,1,3
59740,3,2
59762,2,0
59784,3,4
59796,1,3
59818,2,6
59840,3,15
59871,1,-1
59893,2,-7
59918,1,5
59940,2,2
59961,3,0
59981,1,3
60006,1,2
60028,1,36
60048,1,14
60070,1,2
60083,1,4
60105,2,-3
60136,1,2
60160,1,0
60179,1,0
60212,1,0
60223,3,2
60245,1,-2
60259,3,0
60292,1,2
60303,1,6
60339,1,14
60358,1,-1
60369,3,7
60403,1,5
60424,2,6
60446,1,2
60467,2,12
60489,1,4
60520,2,2
60530,1,2
60554,1,13
60576,1,1
60598,2,4
60620,1,0
60642,1,7
60664,2,0
60688,1,0
60710,2,3
60730,1,7
60753,1,5
60774,2,3
60796,1,2
60818,2,3
60846,1,0
60867,3,8
60878,1,2
60913,1,-1
60934,2,3
60943,1,4
60973,1,16
60995,1,6
61022,1,3
61033,2,2
61066,1,1
61089,2,8
61109,3,1
61135,2,5
61140,1,0
61170,1,4
61186,4,0
61215,1,9
61242,2,3
61252,1,4
61290,1,5
61312,2,4
61324,2,7
61346,3,0
61361,2,1
61396,1,8
61418,2,40
61440,2,5
61449,1,3
61472,2,-3
61507,1,12
61529,1,-1
61550,3,0
61567,1,-1
61589,2,3
61603,1,1
61639,2,4
61660,1,1
61682,2,-2
61704,2,2
61715,3,2
61733,1,4
61755,2,1
61797,1,0
61812,2,2
61838,2,2
61843,1,4
61865,1,3
61900,1,0
61922,2,5
61931,2,3
61973,2,1
61995,3,11
61997,1,2
62021,1,4
62043,2,-2
62063,1,3
62087,1,2
62107,3,1
62129,1,1
62171,1,0
62173,3,2
62195,1,5
62237,1,3
62259,1,5
62281,2,3
62303,3,11
62305,2,3
62344,2,22
62369,2,3
62371,1,2
62407,2,3
62435,2,30
62437,1,2
62479,1,2
62494,2,-1
62523,1,10
62545,1,-2
62567,1,0
62569,1,14
62605,1,11
62633,1,3
62649,2,3
62677,1,0
62692,2,7
62716,3,19
62736,2,2
62759,3,1
62773,1,3
62794,2,5
62816,3,2
62838,1,1
62863,1,4
62885,3,12
62908,1,3
62941,2,2
62952,1,-4
62969,2,7
62991,2,5
63018,1,3
63039,1,5
63061,2,0
63095,1,0
63117,1,3
63128,1,5
63150,1,5
63172,2,3
63205,1,12
63223,2,6
63233,2,7
63271,1,7
63289,1,2
63315,1,4
63337,2,5
63359,1,1
63381,1,4
63403,2,4
63414,1,3
63447,1,5
63469,1,9
63491,1,4
63513,1,1
63524,1,6
63546,1,5
63563,2,0
63601,1,1
63623,1,17
63645,1,-1
63667,2,8
63689,2,16
63711,1,0
63718,1,2
63739,1,2
63761,2,0
63799,1,-1
63811,1,1
63835,1,8
63857,2,-1
63872,1,1
63894,2,4
63915,1,6
63937,2,7
63956,1,31
63978,1,3
64004,2,2
64032,1,1
64048,1,9
64070,2,0
64104,1,0
64122,1,11
64144,1,17
64165,1,9
64188,1,10
64210,1,1
64224,2,5
64246,1,1
64265,1,4
64291,1,1
64319,1,3
64341,2,4
64353,1,10
64378,1,6
64407,2,4
64429,1,4
64444,1,6
64473,1,4
64494,2,0
64519,3,0
64529,2,8
64551,2,2
64573,1,-5
64607,2,3
64620,1,5
64642,1,2
64674,2,1
64681,2,5
64703,1,4
64745,1,12
64767,1,3
64769,1,4
64791,2,4
64813,3,4
64835,1,11
64859,1,6
64894,1,3
64921,2,9
64942,1,-1
64952,1,0
64967,1,4
64992,1,6
65011,3,-2
65048,1,8
65055,1,14
65077,2,-3
65114,1,4
65121,1,3
65143,2,-3
65184,2,2
65206,1,2
65209,1,9
65231,2,1
65253,1,3
65277,2,4
65297,1,3
65339,1,2
65361,1,0
65383,1,5
65385,1,3
65422,2,1
65429,2,-4
65471,1,-1
65492,1,4
65514,1,2
65536,1,2
65558,2,10
65561,1,0
65597,1,3
65619,2,-4
65636,2,-1
65658,3,4
65685,1,4
65707,2,2
65729,4,2
65751,1,6
65773,2,1
65795,1,3
65803,1,5
65834,1,-1
65861,1,10
65883,1,16
65905,1,5
65933,1,1
65949,3,9
65971,1,3
65988,1,1
66015,1,2
66037,1,8
66059,1,-5
66081,2,2
66098,1,0
66119,1,0
66147,1,1
66169,2,0
66191,2,10
66213,1,1
66235,4,1
66252,1,11
66274,1,3
66296,1,1
66318,2,7
66340,1,2
66362,3,4
66394,1,16
66396,1,0
66418,1,5
66460,1,-2
66462,1,-4
66484,1,0
66526,2,6
66548,3,14
66570,1,2
66592,1,1
66614,1,0
66635,1,1
66648,2,1
66660,1,3
66701,1,-1
66720,2,8
66726,2,5
66748,1,8
66770,2,-5
66792,2,1
66830,3,0
66836,1,2
66868,2,5
66880,1,-1
66922,1,-4
66924,1,-2
66966,2,12
66987,2,1
67010,4,-4
67022,1,1
67034,1,3
67056,2,3
67078,1,-2
67100,1,-2
67122,2,9
67144,1,-2
67178,1,9
67200,2,-1
67231,1,9
67244,2,5
67262,1,1
67284,2,3
67304,2,3
67332,1,2
67356,3,4
67384,2,-2
67394,1,4
67413,2,-4
67436,3,6
67464,1,1
67484,1,5
67506,2,5
67528,2,-1
67552,1,16
67583,1,-1
67596,1,2
67607,2,0
67640,2,5
67662,3,3
67684,1,7
67706,2,-3
67726,1,4
67759,1,11
67780,1,22
67792,1,14
67814,1,13
67836,1,3
67858,1,3
67880,2,4
67912,1,2
67934,3,16
67948,1,-2
67968,1,2
67985,2,2
68008,3,0
68031,1,-1
68058,2,0
68089,1,-1
68100,1,0
68133,1,35
68146,1,0
68169,3,1
68187,1,5
68200,2,0
68242,2,0
68245,2,5
68267,2,1
68308,1,4
68315,1,-3
68333,2,6
68373,1,3
68395,1,3
68407,1,11
68421,1,3
68443,1,7
68465,2,1
68506,1,9
68527,2,6
68539,2,-5
68572,1,9
68594,2,3
68616,2,0
68619,2,0
68660,1,4
68681,2,1
68703,1,-2
68725,2,0
68729,1,0
68751,1,13
68773,1,9
68795,1,1
68817,2,0
68858,2,9
68880,3,3
68891,1,2
68923,1,11
68945,1,8
68967,2,2
68990,1,2
69011,2,-2
69033,1,-1
69056,1,2
69077,2,-1
69081,1,12
69110,2,1
69143,1,3
69166,2,0
69187,3,8
69210,1,5
69232,2,2
69254,3,1
69263,1,3
69285,2,4
69316,1,4
69337,1,11
69360,1,0
69372,1,3
69409,2,5
69418,1,2
69448,1,8
69469,1,15
69492,1,5
69514,2,23
69527,1,11
69548,1,1
69571,3,8
69593,1,0
69629,1,14
69651,1,8
69673,2,1
69695,3,-2
69706,1,-2
69730,1,5
69747,1,0
69783,1,3
69791,2,5
69814,3,15
69838,2,2
69866,1,5
69877,1,14
69901,1,7
69923,2,1
69954,2,6
69981,1,4
69989,1,9
70011,1,-1
70036,1,0
70069,2,5
70091,1,15
70113,1,-2
70121,1,14
70143,1,3
70179,1,6
70187,2,16
70209,1,3
70234,1,0
70257,1,3
70276,1,1
70301,1,4
70323,2,1
70345,3,5
70356,1,1
70389,1,6
70421,2,-1
70431,2,14
70444,1,1
70477,1,0
70506,2,4
70517,1,-3
70553,1,1
70573,2,4
70576,1,2
70598,1,9
70626,1,1
70661,2,5
70685,2,3
70702,3,16
70708,1,0
70730,1,1
70752,2,6
70795,1,6
70807,1,14
70829,1,-1
70851,1,0
70873,1,1
70895,2,4
70912,1,-2
70949,1,1
70950,1,2
70972,2,-1
71005,1,37
71027,1,4
71054,2,-6
71071,2,5
71093,1,3
71115,2,2
71137,1,-2
71169,1,5
71191,2,2
71203,1,1
71227,2,-3
71245,1,3
71267,2,2
71296,2,10
71318,1,4
71340,2,-2
71355,2,0
71376,2,2
71406,1,0
71428,2,13
71450,1,0
71474,2,13
71487,1,0
71509,1,12
71531,1,4
71553,2,4
71574,3,5
71590,1,2
71619,2,2
71648,1,2
71670,2,1
71685,1,2
71707,2,3
71729,1,-2
71751,2,2
71766,2,1
71788,3,8
71824,2,0
71846,2,7
71868,2,-1
71890,2,15
71904,1,3
71934,1,-5
71956,1,2
71979,3,1
71993,1,1
72015,2,13
72037,1,11
72059,1,1
72074,2,6
72096,3,3
72124,1,12
72147,1,2
72162,2,19
72184,1,-4
72212,2,3
72234,3,0
72257,1,2
72279,2,1
72294,3,6
72323,1,1
72345,2,2
72367,3,90
72401,1,1
72422,2,5
72444,3,3
72451,1,3
72471,3,6
72495,1,-4
72530,2,9
72548,1,5
72575,2,11
72585,1,2
72607,2,3
72632,1,-3
72663,1,0
72685,2,9
72707,3,0
72729,1,2
72746,1,8
72771,1,1
72790,2,-2
72812,3,27
72824,1,2
72845,2,1
72868,1,3
72891,1,4
72915,2,7
72937,1,0
72970,2,1
72990,2,-7
73010,2,-2
73023,1,3
73057,1,6
73080,2,6
73094,1,3
73120,1,-3
73135,2,3
73168,1,0
73190,2,3
73208,2,2
73222,1,7
73245,2,1
73278,1,2
73287,1,-1
73311,2,5
73332,1,4
73353,2,13
73378,1,4
73398,2,2
73428,2,7
73450,1,9
73479,2,14
73494,1,6
73523,2,1
73545,1,6
73567,2,5
73582,1,-2
73599,1,5
73621,2,25
73642,1,-1
73664,1,3
73686,2,2
73707,3,1
73729,1,0
73751,2,1
73781,2,6
73809,1,0
73827,2,11
73841,2,4
73863,1,1
73884,1,1
73919,2,1
73927,1,3
73958,1,2
73979,2,-1
73995,1,-3
74017,3,6
74046,1,4
74066,2,0
74083,1,0
74117,2,5
74139,2,3
74154,2,1
74177,1,3
74193,1,2
74214,1,7
74236,2,9
74258,1,4
74280,2,3
74308,1,9
74330,2,1
74359,1,2
74369,1,2
74390,1,1
74412,2,9
74433,1,4
74457,2,7
74477,1,5
74499,2,8
74521,1,2
74545,2,2
74566,3,2
74600,2,1
74622,1,4
74644,2,4
74666,3,1
74688,4,2
74710,1,-4
74732,2,3
74744,2,13
74766,2,8
74788,1,2
74820,1,3
74842,1,6
74864,2,1
74886,1,2
74903,1,5
74930,1,3
74952,3,0
74974,1,4
74986,1,1
75008,1,2
75030,1,0
75052,1,2
75074,1,7
75096,1,7
75118,1,5
75140,1,13
75172,2,3
75194,2,-2
75206,1,22
75228,2,3
75250,4,10
75272,1,7
75294,1,1
75316,1,5
75347,1,11
75370,1,4
75392,1,2
75404,1,4
75436,1,3
75458,2,2
75480,2,9
75502,2,5
75524,2,4
75546,1,8
75568,2,3
75584,2,5
75612,4,1
75634,1,8
75646,2,15
75668,2,2
75690,1,9
75712,2,2
75734,1,1
75756,1,-2
75778,2,-4
75800,2,-2
75826,1,9
75848,1,2
75870,1,1
75888,2,-1
75910,1,2
75932,1,0
75954,2,4
75980,1,4
75998,1,2
76020,2,-1
76042,1,12
76074,1,6
76096,2,1
76108,1,3
76134,2,15
76156,1,8
76178,2,4
76206,1,25
76222,1,4
76244,1,2
76272,2,2
76284,1,9
76306,2,0
76328,3,5
76350,1,4
76376,1,18
76404,1,5
76420,2,4
76442,3,0
76460,1,5
76482,1,0
76508,1,2
76530,1,4
76548,1,2
76570,1,23
76592,1,2
76618,2,-3
76636,1,23
76658,1,4
76680,2,0
76699,3,1
76724,1,5
76746,2,-2
76768,3,2
76799,1,1
76822,2,3
76844,1,11
76867,2,0
76873,2,8
76909,1,1
76921,1,0
76939,2,4
76976,1,5
76999,1,2
77021,2,-4
77041,2,-2
77064,1,3
77071,1,4
77094,1,3
77129,1,2
77151,1,4
77159,1,3
77182,2,3
77204,1,1
77226,1,3
77248,2,1
77269,1,3
77303,3,4
77313,2,2
77336,3,2
77359,1,0
77380,2,11
77402,1,3
77438,1,7
77460,2,13
77482,1,4
77489,1,1
77513,1,5
77535,2,58
77570,1,6
77592,1,9
77614,2,1
77635,1,-3
77659,1,4
77680,2,4
77703,1,4
77725,2,7
77731,1,-1
77754,1,1
77776,1,-1
77812,1,3
77834,2,4
77842,2,9
77864,1,7
77886,1,0
77909,2,2
77930,1,-4
77953,1,3
77975,2,5
77996,3,1
78012,1,-1
78034,1,11
78067,1,1
78078,1,14
78100,1,1
78128,2,2
78165,1,8
78180,1,-3
78199,3,0
78210,2,6
78243,1,-6
78264,1,3
78287,1,0
78305,1,0
78330,2,-1
78348,1,5
78385,1,-2
78386,1,6
78408,2,1
78430,3,2
78452,1,-1
78485,1,-2
78496,1,18
78524,1,6
78540,2,0
78573,1,-2
78595,2,3
78612,1,-6
78649,1,4
78661,2,2
78693,1,3
78694,1,7
78737,2,3
78738,1,7
78760,2,-4
78799,2,-3
78820,1,0
78844,1,4
78867,3,0
78879,1,4
78901,2,18
78930,1,10
78953,1,-3
78976,1,4
78989,1,15
79011,1,5
79033,2,9
79055,1,6
79077,2,0
79098,1,-1
79120,2,5
79151,1,44
79173,2,9
79197,3,2
79219,1,6
79231,1,4
79253,2,7
79275,1,4
79297,2,0
79326,1,9
79340,1,3
79361,2,1
79384,2,6
79406,1,3
79427,2,2
79450,1,-2
79479,2,2
79494,2,1
79516,1,1
79538,1,4
79571,2,20
79592,1,2
79612,1,0
79626,1,4
79648,2,4
79681,1,2
79704,2,-8
79714,2,18
79736,1,18
79757,1,2
79779,2,-1
79801,1,0
79823,2,-1
79858,2,5
79880,3,1
79889,1,1
79912,2,-3
79934,1,1
79957,1,7
79980,2,4
80000,2,0
80034,1,8
80056,1,0
80065,1,6
80088,2,5
80111,1,-6
80133,2,-7
80165,1,7
80176,1,3
80198,2,8
80219,1,3
80243,1,4
80265,2,1
80286,1,3
80308,2,4
80342,1,30
80363,1,12
80386,1,2
80408,2,2
80418,1,7
80440,2,2
80473,1,2
80496,2,4
80505,1,-1
80529,1,-1
80550,1,4
80572,2,5
80593,3,11
80616,1,6
80638,2,0
80672,1,-3
80683,1,5
80705,1,4
80727,2,9
80748,1,7
80770,2,6
80792,1,-7
80815,3,7
80848,2,10
80857,1,6
80880,2,6
80903,1,8
80925,2,-2
80958,1,3
80980,2,6
81001,3,2
81024,1,4
81044,2,3
81056,2,3
81077,1,2
81100,2,0
81132,1,11
81156,1,2
81176,4,2
81200,1,0
81209,1,1
81231,2,8
81254,3,-2
81276,3,8
81298,1,10
81331,1,6
81352,2,2
81364,1,53
81387,1,-1
81407,1,-2
81429,2,1
81451,3,2
81480,2,1
81502,2,4
81524,2,4
81546,1,9
81558,1,4
81580,2,0
81612,1,1
81624,1,0
81662,1,3
81684,1,3
81690,1,5
81712,1,8
81734,2,14
81756,1,6
81778,2,3
81800,3,2
81838,2,1
81844,2,4
81876,1,0
81904,3,39
81920,2,0
81932,1,3
81964,1,14
81986,1,-3
81998,1,0
82020,2,3
82058,1,8
82080,1,-4
82102,1,-1
82124,1,6
82146,2,1
82152,1,15
82184,1,-2
82206,1,5
82234,1,-3
82240,2,14
82278,1,1
82300,2,5
82306,3,14
82328,1,3
82359,1,4
82381,2,2
82403,3,0
82425,1,2
82444,2,0
82473,1,3
82495,1,10
82517,1,-1
82540,2,2
82554,1,1
82576,2,5
82598,1,1
82620,3,5
82649,2,2
82672,1,3
82684,1,7
82707,2,1
82730,1,2
82760,1,20
82781,1,2
82795,1,5
82817,2,-1
82847,1,7
82869,1,-1
82892,3,3
82906,2,3
82936,1,-1
82949,1,1
82980,1,11
83002,2,4
83024,1,0
83046,3,10
83067,1,4
83089,1,-2
83111,1,-3
83133,2,0
83146,1,2
83168,2,1
83192,2,0
83214,3,0
83244,1,5
83266,1,9
83288,2,1
83308,1,4
83330,2,-2
83346,1,9
83368,2,3
83390,2,-1
83420,1,-2
83442,2,2
83454,2,6
83484,2,3
83498,2,6
83528,1,3
83551,2,1
83566,1,7
83588,2,6
83621,1,2
83634,1,1
83656,3,2
83674,2,2
83697,1,3
83719,1,0
83741,1,0
83767,1,51
83797,1,2
83803,2,4
83833,1,1
83863,2,10
83877,1,5
83894,1,3
83913,2,4
83943,1,4
83965,2,2
83987,1,0
84009,2,1
84027,1,34
84049,1,2
84071,1,2
84093,3,0
84121,1,3
84140,3,1
84171,4,6
84185,1,9
84207,2,3
84229,1,1
84250,2,2
84269,2,5
84291,1,1
84317,1,5
84339,1,0
84369,2,11
84391,1,14
84401,1,-3
84423,1,5
84449,1,4
84466,1,-6
84493,1,4
84523,1,-4
84536,2,3
84559,1,4
84581,2,1
84603,1,7
84625,2,2
84643,2,6
84667,1,2
84697,1,2
84721,1,0
84733,2,0
84748,1,9
84769,2,1
84791,1,1
84821,1,2
84838,1,9
84860,2,5
84882,1,4
84904,1,5
84941,2,3
84963,2,-1
84975,1,7
84989,1,3
85011,1,9
85033,2,9
85055,1,2
85077,1,1
85107,1,7
85129,2,2
85159,3,-1
85182,2,-1
85191,2,9
85209,1,11
85231,1,7
85253,1,-1
85283,1,1
85305,1,1
85332,1,3
85349,3,0
85366,1,2
85388,1,4
85410,2,3
85432,1,7
85454,2,5
85477,3,7
85511,1,3
85535,1,12
85557,2,6
85579,1,2
85601,3,3
85609,2,7
85630,1,0
85667,1,11
85684,1,0
85711,2,2
85727,1,5
85740,1,6
85763,2,0
85784,1,-2
85816,1,4
85829,1,7
85860,1,6
85887,1,1
85908,3,-1
85917,2,4
85953,1,8
85970,1,-9
85992,1,8
86019,1,3
86030,1,10
86058,1,11
86085,1,3
86101,2,1
86113,4,1
86136,1,5
86158,2,-3
86184,2,0
86206,3,1
86228,1,10
86261,1,1
86277,1,4
86290,1,5
86312,2,4
86337,3,16
86356,1,1
86377,1,1
86410,1,0
86432,1,-1
86455,2,-2
86475,1,-1
86498,1,3
86517,2,-1
86532,1,-1
86554,2,6
86591,3,2
