,PlayId,Stadium,StadiumType
13728,20170911010052,Sports Authority Field at Mile High,outdoor
13750,20170911010121,Sports Authority Field at Mile High,outdoor
13772,20170911010230,Sports Authority Field at Mile High,outdoor
13794,20170911010251,Sports Authority Field at Mile High,outdoor
13816,20170911010389,Sports Authority Field at Mile High,outdoor
13838,20170911010434,Sports Authority Field at Mile High,outdoor
13860,20170911010455,Sports Authority Field at Mile High,outdoor
13882,20170911010544,Sports Authority Field at Mile High,outdoor
13904,20170911010589,Sports Authority Field at Mile High,outdoor
13926,20170911010610,Sports Authority Field at Mile High,outdoor
13948,20170911010698,Sports Authority Field at Mile High,outdoor
13970,20170911010719,Sports Authority Field at Mile High,outdoor
13992,20170911010764,Sports Authority Field at Mile High,outdoor
14014,20170911010902,Sports Authority Field at Mile High,outdoor
14036,20170911010923,Sports Authority Field at Mile High,outdoor
14058,20170911010946,Sports Authority Field at Mile High,outdoor
14080,20170911011040,Sports Authority Field at Mile High,outdoor
14102,20170911011132,Sports Authority Field at Mile High,outdoor
14124,20170911011153,Sports Authority Field at Mile High,outdoor
14146,20170911011198,Sports Authority Field at Mile High,outdoor
14168,20170911011219,Sports Authority Field at Mile High,outdoor
14190,20170911011292,Sports Authority Field at Mile High,outdoor
14212,20170911011359,Sports Authority Field at Mile High,outdoor
14234,20170911011401,Sports Authority Field at Mile High,outdoor
14256,20170911011465,Sports Authority Field at Mile High,outdoor
14278,20170911011534,Sports Authority Field at Mile High,outdoor
14300,20170911011632,Sports Authority Field at Mile High,outdoor
14322,20170911011653,Sports Authority Field at Mile High,outdoor
14344,20170911011738,Sports Authority Field at Mile High,outdoor
14366,20170911011759,Sports Authority Field at Mile High,outdoor
14388,20170911011835,Sports Authority Field at Mile High,outdoor
14410,20170911011888,Sports Authority Field at Mile High,outdoor
14432,20170911011909,Sports Authority Field at Mile High,outdoor
14454,20170911011956,Sports Authority Field at Mile High,outdoor
14476,20170911012259,Sports Authority Field at Mile High,outdoor
14498,20170911012280,Sports Authority Field at Mile High,outdoor
14520,20170911012398,Sports Authority Field at Mile High,outdoor
14542,20170911012460,Sports Authority Field at Mile High,outdoor
14564,20170911012481,Sports Authority Field at Mile High,outdoor
14586,20170911012504,Sports Authority Field at Mile High,outdoor
14608,20170911012644,Sports Authority Field at Mile High,outdoor
14630,20170911012730,Sports Authority Field at Mile High,outdoor
14652,20170911012753,Sports Authority Field at Mile High,outdoor
14674,20170911012778,Sports Authority Field at Mile High,outdoor
14696,20170911012923,Sports Authority Field at Mile High,outdoor
14718,20170911013094,Sports Authority Field at Mile High,outdoor
14740,20170911013115,Sports Authority Field at Mile High,outdoor
14762,20170911013250,Sports Authority Field at Mile High,outdoor
14784,20170911013444,Sports Authority Field at Mile High,outdoor
14806,20170911013482,Sports Authority Field at Mile High,outdoor
14828,20170911013618,Sports Authority Field at Mile High,outdoor
14850,20170911013656,Sports Authority Field at Mile High,outdoor
14872,20170914000052,Paul Brown Stadium,outdoor
14894,20170914000149,Paul Brown Stadium,outdoor
14916,20170914000321,Paul Brown Stadium,outdoor
14938,20170914000377,Paul Brown Stadium,outdoor
14960,20170914000481,Paul Brown Stadium,outdoor
14982,20170914000573,Paul Brown Stadium,outdoor
15004,20170914000594,Paul Brown Stadium,outdoor
15026,20170914000733,Paul Brown Stadium,outdoor
15048,20170914000765,Paul Brown Stadium,outdoor
15070,20170914000786,Paul Brown Stadium,outdoor
15092,20170914000830,Paul Brown Stadium,outdoor
15114,20170914000851,Paul Brown Stadium,outdoor
15136,20170914001016,Paul Brown Stadium,outdoor
15158,20170914001114,Paul Brown Stadium,outdoor
15180,20170914001159,Paul Brown Stadium,outdoor
15202,20170914001246,Paul Brown Stadium,outdoor
15224,20170914001267,Paul Brown Stadium,outdoor
15246,20170914001317,Paul Brown Stadium,outdoor
15268,20170914001338,Paul Brown Stadium,outdoor
15290,20170914001359,Paul Brown Stadium,outdoor
15312,20170914001405,Paul Brown Stadium,outdoor
15334,20170914001426,Paul Brown Stadium,outdoor
15356,20170914001447,Paul Brown Stadium,outdoor
15378,20170914001496,Paul Brown Stadium,outdoor
15400,20170914001621,Paul Brown Stadium,outdoor
15422,20170914001683,Paul Brown Stadium,outdoor
15444,20170914002153,Paul Brown Stadium,outdoor
15466,20170914002223,Paul Brown Stadium,outdoor
15488,20170914002292,Paul Brown Stadium,outdoor
15510,20170914002417,Paul Brown Stadium,outdoor
15532,20170914002438,Paul Brown Stadium,outdoor
15554,20170914002459,Paul Brown Stadium,outdoor
15576,20170914002575,Paul Brown Stadium,outdoor
15598,20170914002596,Paul Brown Stadium,outdoor
15620,20170914002699,Paul Brown Stadium,outdoor
15642,20170914002783,Paul Brown Stadium,outdoor
15664,20170914002854,Paul Brown Stadium,outdoor
15686,20170914002999,Paul Brown Stadium,outdoor
15708,20170914003020,Paul Brown Stadium,outdoor
15730,20170914003064,Paul Brown Stadium,outdoor
15752,20170914003085,Paul Brown Stadium,outdoor
15774,20170914003106,Paul Brown Stadium,outdoor
15796,20170914003257,Paul Brown Stadium,outdoor
15818,20170914003339,Paul Brown Stadium,outdoor
15840,20170914003534,Paul Brown Stadium,outdoor
15862,20170914003601,Paul Brown Stadium,outdoor
15884,20170914003622,Paul Brown Stadium,outdoor
15906,20170914003667,Paul Brown Stadium,outdoor
15928,20170914003745,Paul Brown Stadium,outdoor
15950,20170914004012,Paul Brown Stadium,outdoor
15972,20170914004050,Paul Brown Stadium,outdoor
15994,20170914004088,Paul Brown Stadium,outdoor
16016,20170917000053,M&T Bank Stadium,outdoor
16038,20170917000074,M&T Bank Stadium,outdoor
16060,20170917000159,M&T Bank Stadium,outdoor
16082,20170917000235,M&T Bank Stadium,outdoor
16104,20170917000316,M&T Bank Stadium,outdoor
16126,20170917000337,M&T Bank Stadium,outdoor
16148,20170917000528,M&T Bank Stadium,outdoor
16170,20170917000597,M&T Bank Stadium,outdoor
16192,20170917000629,M&T Bank Stadium,outdoor
16214,20170917000712,M&T Bank Stadium,outdoor
16236,20170917000814,M&T Bank Stadium,outdoor
16258,20170917000885,M&T Bank Stadium,outdoor
16280,20170917000923,M&T Bank Stadium,outdoor
16302,20170917000994,M&T Bank Stadium,outdoor
16324,20170917001066,M&T Bank Stadium,outdoor
16346,20170917001163,M&T Bank Stadium,outdoor
16368,20170917001184,M&T Bank Stadium,outdoor
16390,20170917001253,M&T Bank Stadium,outdoor
16412,20170917001437,M&T Bank Stadium,outdoor
16434,20170917001533,M&T Bank Stadium,outdoor
16456,20170917001662,M&T Bank Stadium,outdoor
16478,20170917002096,M&T Bank Stadium,outdoor
16500,20170917002263,M&T Bank Stadium,outdoor
16522,20170917002344,M&T Bank Stadium,outdoor
16544,20170917002557,M&T Bank Stadium,outdoor
16566,20170917002763,M&T Bank Stadium,outdoor
16588,20170917002877,M&T Bank Stadium,outdoor
16610,20170917002946,M&T Bank Stadium,outdoor
16632,20170917002967,M&T Bank Stadium,outdoor
16654,20170917002988,M&T Bank Stadium,outdoor
16676,20170917003009,M&T Bank Stadium,outdoor
16698,20170917003030,M&T Bank Stadium,outdoor
16720,20170917003321,M&T Bank Stadium,outdoor
16742,20170917003407,M&T Bank Stadium,outdoor
16764,20170917003428,M&T Bank Stadium,outdoor
16786,20170917003473,M&T Bank Stadium,outdoor
16808,20170917003494,M&T Bank Stadium,outdoor
16830,20170917003563,M&T Bank Stadium,outdoor
16852,20170917003734,M&T Bank Stadium,outdoor
16874,20170917003779,M&T Bank Stadium,outdoor
16896,20170917003805,M&T Bank Stadium,outdoor
16918,20170917003867,M&T Bank Stadium,outdoor
16940,20170917003899,M&T Bank Stadium,outdoor
16962,20170917010052,Bank of America Stadium,outdoor
16984,20170917010165,Bank of America Stadium,outdoor
17006,20170917010224,Bank of America Stadium,outdoor
17028,20170917010245,Bank of America Stadium,outdoor
17050,20170917010266,Bank of America Stadium,outdoor
17072,20170917010369,Bank of America Stadium,outdoor
17094,20170917010461,Bank of America Stadium,outdoor
17116,20170917010590,Bank of America Stadium,outdoor
17138,20170917010611,Bank of America Stadium,outdoor
17160,20170917010632,Bank of America Stadium,outdoor
17182,20170917010672,Bank of America Stadium,outdoor
17204,20170917010855,Bank of America Stadium,outdoor
17226,20170917011012,Bank of America Stadium,outdoor
17248,20170917011033,Bank of America Stadium,outdoor
17270,20170917011115,Bank of America Stadium,outdoor
17292,20170917011164,Bank of America Stadium,outdoor
17314,20170917011315,Bank of America Stadium,outdoor
17336,20170917011694,Bank of America Stadium,outdoor
17358,20170917011750,Bank of America Stadium,outdoor
17380,20170917011953,Bank of America Stadium,outdoor
17402,20170917011974,Bank of America Stadium,outdoor
17424,20170917011995,Bank of America Stadium,outdoor
17446,20170917012101,Bank of America Stadium,outdoor
17468,20170917012122,Bank of America Stadium,outdoor
17490,20170917012187,Bank of America Stadium,outdoor
17512,20170917012348,Bank of America Stadium,outdoor
17534,20170917012398,Bank of America Stadium,outdoor
17556,20170917012419,Bank of America Stadium,outdoor
17578,20170917012516,Bank of America Stadium,outdoor
17600,20170917012656,Bank of America Stadium,outdoor
17622,20170917012694,Bank of America Stadium,outdoor
17644,20170917012739,Bank of America Stadium,outdoor
17666,20170917012784,Bank of America Stadium,outdoor
17688,20170917012979,Bank of America Stadium,outdoor
17710,20170917013000,Bank of America Stadium,outdoor
17732,20170917013094,Bank of America Stadium,outdoor
17754,20170917013176,Bank of America Stadium,outdoor
17776,20170917013197,Bank of America Stadium,outdoor
17798,20170917020051,Lucas Oil Stadium,indoor
17820,20170917020279,Lucas Oil Stadium,indoor
17842,20170917020300,Lucas Oil Stadium,indoor
17864,20170917020321,Lucas Oil Stadium,indoor
17886,20170917020342,Lucas Oil Stadium,indoor
17908,20170917020456,Lucas Oil Stadium,indoor
17930,20170917020513,Lucas Oil Stadium,indoor
17952,20170917020536,Lucas Oil Stadium,indoor
17974,20170917020630,Lucas Oil Stadium,indoor
17996,20170917020696,Lucas Oil Stadium,indoor
18018,20170917020717,Lucas Oil Stadium,indoor
18040,20170917020828,Lucas Oil Stadium,indoor
18062,20170917020890,Lucas Oil Stadium,indoor
18084,20170917021011,Lucas Oil Stadium,indoor
18106,20170917021165,Lucas Oil Stadium,indoor
18128,20170917021262,Lucas Oil Stadium,indoor
18150,20170917021285,Lucas Oil Stadium,indoor
18172,20170917021354,Lucas Oil Stadium,indoor
18194,20170917021421,Lucas Oil Stadium,indoor
18216,20170917021645,Lucas Oil Stadium,indoor
18238,20170917021741,Lucas Oil Stadium,indoor
18260,20170917022171,Lucas Oil Stadium,indoor
18282,20170917022258,Lucas Oil Stadium,indoor
18304,20170917022354,Lucas Oil Stadium,indoor
18326,20170917022462,Lucas Oil Stadium,indoor
18348,20170917022489,Lucas Oil Stadium,indoor
18370,20170917022555,Lucas Oil Stadium,indoor
18392,20170917022578,Lucas Oil Stadium,indoor
18414,20170917022774,Lucas Oil Stadium,indoor
18436,20170917022795,Lucas Oil Stadium,indoor
18458,20170917022845,Lucas Oil Stadium,indoor
18480,20170917022937,Lucas Oil Stadium,indoor
18502,20170917023069,Lucas Oil Stadium,indoor
18524,20170917023188,Lucas Oil Stadium,indoor
18546,20170917023209,Lucas Oil Stadium,indoor
18568,20170917023419,Lucas Oil Stadium,indoor
18590,20170917023522,Lucas Oil Stadium,indoor
18612,20170917023578,Lucas Oil Stadium,indoor
18634,20170917023601,Lucas Oil Stadium,indoor
18656,20170917024357,Lucas Oil Stadium,indoor
18678,20170917024380,Lucas Oil Stadium,indoor
18700,20170917024401,Lucas Oil Stadium,indoor
18722,20170917030056,Everbank Field,outdoor
18744,20170917030082,Everbank Field,outdoor
18766,20170917030161,Everbank Field,outdoor
18788,20170917030203,Everbank Field,outdoor
18810,20170917030270,Everbank Field,outdoor
18832,20170917030291,Everbank Field,outdoor
18854,20170917030312,Everbank Field,outdoor
18876,20170917030355,Everbank Field,outdoor
18898,20170917030434,Everbank Field,outdoor
18920,20170917030455,Everbank Field,outdoor
18942,20170917030524,Everbank Field,outdoor
18964,20170917030591,Everbank Field,outdoor
18986,20170917030690,Everbank Field,outdoor
19008,20170917030711,Everbank Field,outdoor
19030,20170917030802,Everbank Field,outdoor
19052,20170917030927,Everbank Field,outdoor
19074,20170917031029,Everbank Field,outdoor
19096,20170917031090,Everbank Field,outdoor
19118,20170917031111,Everbank Field,outdoor
19140,20170917031132,Everbank Field,outdoor
19162,20170917031272,Everbank Field,outdoor
19184,20170917031324,Everbank Field,outdoor
19206,20170917031345,Everbank Field,outdoor
19228,20170917031382,Everbank Field,outdoor
19250,20170917031403,Everbank Field,outdoor
19272,20170917031610,Everbank Field,outdoor
19294,20170917031643,Everbank Field,outdoor
19316,20170917032043,Everbank Field,outdoor
19338,20170917032112,Everbank Field,outdoor
19360,20170917032133,Everbank Field,outdoor
19382,20170917032225,Everbank Field,outdoor
19404,20170917032432,Everbank Field,outdoor
19426,20170917032553,Everbank Field,outdoor
19448,20170917032649,Everbank Field,outdoor
19470,20170917032798,Everbank Field,outdoor
19492,20170917032836,Everbank Field,outdoor
19514,20170917033154,Everbank Field,outdoor
19536,20170917033192,Everbank Field,outdoor
19558,20170917033213,Everbank Field,outdoor
19580,20170917033234,Everbank Field,outdoor
19602,20170917033292,Everbank Field,outdoor
19624,20170917033316,Everbank Field,outdoor
19646,20170917033561,Everbank Field,outdoor
19668,20170917033621,Everbank Field,outdoor
19690,20170917033642,Everbank Field,outdoor
19712,20170917033685,Everbank Field,outdoor
19734,20170917033710,Everbank Field,outdoor
19756,20170917033731,Everbank Field,outdoor
19778,20170917033961,Everbank Field,outdoor
19800,20170917033999,Everbank Field,outdoor
19822,20170917034037,Everbank Field,outdoor
19844,20170917040071,Arrowhead Stadium,outdoor
19866,20170917040191,Arrowhead Stadium,outdoor
19888,20170917040301,Arrowhead Stadium,outdoor
19910,20170917040370,Arrowhead Stadium,outdoor
19932,20170917040532,Arrowhead Stadium,outdoor
19954,20170917040617,Arrowhead Stadium,outdoor
19976,20170917040736,Arrowhead Stadium,outdoor
19998,20170917040877,Arrowhead Stadium,outdoor
20020,20170917040922,Arrowhead Stadium,outdoor
20042,20170917041007,Arrowhead Stadium,outdoor
20064,20170917041116,Arrowhead Stadium,outdoor
20086,20170917041161,Arrowhead Stadium,outdoor
20108,20170917041329,Arrowhead Stadium,outdoor
20130,20170917041501,Arrowhead Stadium,outdoor
20152,20170917041801,Arrowhead Stadium,outdoor
20174,20170917042044,Arrowhead Stadium,outdoor
20196,20170917042189,Arrowhead Stadium,outdoor
20218,20170917042372,Arrowhead Stadium,outdoor
20240,20170917042393,Arrowhead Stadium,outdoor
20262,20170917042572,Arrowhead Stadium,outdoor
20284,20170917042617,Arrowhead Stadium,outdoor
20306,20170917042808,Arrowhead Stadium,outdoor
20328,20170917043123,Arrowhead Stadium,outdoor
20350,20170917043192,Arrowhead Stadium,outdoor
20372,20170917043496,Arrowhead Stadium,outdoor
20394,20170917043517,Arrowhead Stadium,outdoor
20416,20170917043538,Arrowhead Stadium,outdoor
20438,20170917043559,Arrowhead Stadium,outdoor
20460,20170917050075,Mercedes-Benz Superdome,indoor
20482,20170917050203,Mercedes-Benz Superdome,indoor
20504,20170917050228,Mercedes-Benz Superdome,indoor
20526,20170917050348,Mercedes-Benz Superdome,indoor
20548,20170917050421,Mercedes-Benz Superdome,indoor
20570,20170917050446,Mercedes-Benz Superdome,indoor
20592,20170917050569,Mercedes-Benz Superdome,indoor
20614,20170917050594,Mercedes-Benz Superdome,indoor
20636,20170917050820,Mercedes-Benz Superdome,indoor
20658,20170917050841,Mercedes-Benz Superdome,indoor
20680,20170917050862,Mercedes-Benz Superdome,indoor
20702,20170917050961,Mercedes-Benz Superdome,indoor
20724,20170917051074,Mercedes-Benz Superdome,indoor
20746,20170917051209,Mercedes-Benz Superdome,indoor
20768,20170917051234,Mercedes-Benz Superdome,indoor
20790,20170917051471,Mercedes-Benz Superdome,indoor
20812,20170917051538,Mercedes-Benz Superdome,indoor
20834,20170917051736,Mercedes-Benz Superdome,indoor
20856,20170917051785,Mercedes-Benz Superdome,indoor
20878,20170917051834,Mercedes-Benz Superdome,indoor
20900,20170917051991,Mercedes-Benz Superdome,indoor
20922,20170917052081,Mercedes-Benz Superdome,indoor
20944,20170917052421,Mercedes-Benz Superdome,indoor
20966,20170917052446,Mercedes-Benz Superdome,indoor
20988,20170917052539,Mercedes-Benz Superdome,indoor
21010,20170917052650,Mercedes-Benz Superdome,indoor
21032,20170917052716,Mercedes-Benz Superdome,indoor
21054,20170917052806,Mercedes-Benz Superdome,indoor
21076,20170917052827,Mercedes-Benz Superdome,indoor
21098,20170917052900,Mercedes-Benz Superdome,indoor
21120,20170917052929,Mercedes-Benz Superdome,indoor
21142,20170917052974,Mercedes-Benz Superdome,indoor
21164,20170917053087,Mercedes-Benz Superdome,indoor
21186,20170917053112,Mercedes-Benz Superdome,indoor
21208,20170917053157,Mercedes-Benz Superdome,indoor
21230,20170917053182,Mercedes-Benz Superdome,indoor
21252,20170917053497,Mercedes-Benz Superdome,indoor
21274,20170917053671,Mercedes-Benz Superdome,indoor
21296,20170917053932,Mercedes-Benz Superdome,indoor
21318,20170917054099,Mercedes-Benz Superdome,indoor
21340,20170917054120,Mercedes-Benz Superdome,indoor
21362,20170917054186,Mercedes-Benz Superdome,indoor
21384,20170917054228,Mercedes-Benz Superdome,indoor
21406,20170917054251,Mercedes-Benz Superdome,indoor
21428,20170917054314,Mercedes-Benz Superdome,indoor
21450,20170917054494,Mercedes-Benz Superdome,indoor
21472,20170917060059,Heinz Field,outdoor
21494,20170917060082,Heinz Field,outdoor
21516,20170917060206,Heinz Field,outdoor
21538,20170917060305,Heinz Field,outdoor
21560,20170917060326,Heinz Field,outdoor
21582,20170917060372,Heinz Field,outdoor
21604,20170917060393,Heinz Field,outdoor
21626,20170917060461,Heinz Field,outdoor
